problem,n,m,status,obj,constraint,iter,count_cost,total_time,message
SISSER,2,0,1,8.791684992238659e-06,0.0,2,36,0.004573345184326172,
SMBANK,117,64,0,87022502.45601237,10137049.429199863,5,1062,0.03462052345275879,
SNAIL,2,0,1,4.23378233606894e-10,0.0,2,35,0.0050506591796875,
SNAKE,2,2,0,1.00001,4.158423611211118,63,1000,0.017453908920288086,
SPANHYD,81,33,0,3893090050.817213,14220.463984554812,2,1066,0.03388833999633789,
SPECAN,9,0,1,1.99175835656759e-06,0.0,4,325,0.12442564964294434,
SPIN2,102,100,1,0.0,1.3973521725892465e-08,5,1040,0.08419156074523926,
SPIN2LS,102,0,0,0.8112626486605911,0.0,1,1096,0.04367709159851074,
SPIN2OP,102,100,0,2.4133560902452342,0.025517920586162108,2,1030,0.08028745651245117,
SPIRAL,3,2,1,0.15781325141476854,0.0,92,1000,0.01867985725402832,
SSEBLIN,192,72,0,1.4400000000000005e+24,2.4494897427831777e+20,3,1170,0.04105091094970703,
SSEBNLN,192,96,0,1.4400000000000005e+24,2.4494897427831777e+20,3,1170,0.053436279296875,
SSI,3,0,1,0.00207457715800243,0.0,6,223,0.004922389984130859,
SSINE,3,2,0,0.0,5.845355959570216e-06,42,1000,0.01680278778076172,
STANCMIN,3,2,-3,nan,0.0,31,531,0.01930999755859375,
STATIC3,434,96,0,0.0,3.4641016151377556e+20,2,1307,0.10251784324645996,
STEENBRA,432,108,1,5.904e+39,0.0,3,1303,0.0818641185760498,
STEENBRB,468,108,0,2858.7947955066775,5504.543563275705,2,1409,0.1209259033203125,
STEENBRD,468,108,1,1.4268000000001154e+24,0.0,3,1411,0.0948481559753418,
STEENBRF,468,108,0,2858.47423763266,5504.54357054243,1,1407,0.09640169143676758,
STRATEC,10,0,1,2817.0189822944653,0.0,5,1003,0.41541051864624023,
STREG,4,0,1,184.06670935128673,0.0,8,149,0.003770589828491211,
STREGNE,4,2,1,2.5000035956884282e-11,3.475260146240635e-09,3,76,0.007959604263305664,
STRTCHDV,10,0,1,0.00031950423024120503,0.0,2,78,0.0035009384155273438,
STRTCHDVB,10,0,1,0.00036599909868492665,0.0,2,86,0.003772258758544922,
STRTCHDVNE,10,9,1,0.0,5.256401508840588e-07,11,342,0.015139102935791016,
SUPERSIM,2,2,0,5e+19,1.1180339887498948e+20,63,1000,0.018396615982055664,
SWOPF,83,92,0,0.0030258500025981405,0.7555749718378681,2,1008,0.04162454605102539,
SYNTHES1,6,6,1,13.523258750880977,0.0,42,1000,0.019673585891723633,
SYNTHES2,11,14,0,1e+21,1.25e+20,30,1010,0.020968198776245117,
SYNTHES3,17,23,0,10.625879452861149,2.4718199773648566,22,1002,0.026373624801635742,
TAME,2,1,-3,0.0,1e+20,6,49,0.003313302993774414,
TARGUS,162,63,0,1.1750000000000008e+41,7.599342076785336e+20,4,1147,0.05983591079711914,
TENBARS1,18,9,-3,1.4752098760000002e+21,1.767766955e+39,6,281,0.01225137710571289,
TENBARS2,18,8,-3,1.4752098760000002e+21,1.767766955e+39,6,241,0.013528108596801758,
TENBARS3,18,8,-3,1.4752098760000002e+21,7.410100333698251e+39,6,241,0.018029451370239258,
TENBARS4,18,9,1,1.4752098760000002e+21,1.35632861299765e-10,1,49,0.010289192199707031,
TFI1,3,101,0,3.0,60.442071567958976,56,1000,0.11908102035522461,
TFI2,3,101,-3,nan,0.0,46,801,0.11190319061279297,
TFI3,3,101,-3,5.367003099159174,0.0,33,587,0.11540102958679199,
THURBER,7,37,0,0.0,81.24630594246389,51,1000,0.05313825607299805,
THURBERLS,7,0,1,4525070.418265037,0.0,6,1004,0.011606931686401367,
TOINTGOR,50,0,0,1386.2305935662046,0.0,2,1035,0.01295781135559082,
TOINTPSP,50,0,0,241.15150221083718,0.0,2,1046,0.013002634048461914,
TOINTQOR,50,0,0,1175.6848545367175,0.0,2,1019,0.012775182723999023,
TRIGGER,6,6,-3,0.0,0.4185066204287766,29,556,0.01706552505493164,
TRIGON1,10,0,1,3.378571580489439e-08,0.0,3,230,0.006268501281738281,
TRIGON1B,10,0,1,5.009705294081716e-06,0.0,3,147,0.005141258239746094,
TRIGON1NE,10,10,0,0.0,4.684783305588223e-06,47,1000,0.034467458724975586,
TRIGON2,10,0,1,7.101875140985082,0.0,4,242,0.004778385162353516,
TRIGON2B,10,0,1,7.101875140985082,0.0,4,242,0.006003856658935547,
TRIGON2NE,10,31,0,0.0,1.8010281158673405,45,1005,0.03812909126281738,
TRIMLOSS,142,75,0,132.500001,3e+20,4,1023,0.040921688079833984,
TRO11X3,150,61,0,3675.3148206568867,4.040119016353437e-08,2,1067,0.05108213424682617,
TRO3X3,30,13,0,12.374053758250117,8.810028935240424e-06,4,1009,0.02174210548400879,
TRO4X4,63,25,0,19.039360384677614,6.219532505020992e-13,3,1043,0.03208470344543457,
TRO5X5,108,41,0,1e-05,0.9999970588268072,5,1021,0.030247926712036133,
TRO6X2,45,21,0,214.20693309856097,0.7078437876944347,3,1023,0.025815486907958984,
TRUSPYR1,11,4,1,1.6313205299999998e+20,3.1532830707715765e-12,1,35,0.008498668670654297,
TRUSPYR2,11,11,1,1.6313205299999998e+20,3.575624039441389e-10,1,35,0.00950479507446289,
TRY-B,2,1,1,0.9999999937120969,4.5983879658862895e-09,7,43,0.004572153091430664,
TWIRISM1,343,313,0,49.4,70.20968537361864,2,1042,0.2038116455078125,
TWOBARS,2,2,0,1.414227704508719,0.6213990231211114,63,1000,0.01865386962890625,
VANDANIUMS,22,10,0,0.0,3.8729809356846325,18,1000,0.024419069290161133,
VANDANMSLS,22,0,1,12.144603053621644,0.0,2,95,0.0063779354095458984,
VANDERM1,nan,nan,Failed,nan,nan,nan,nan,nan,Process failed
VANDERM2,nan,nan,Failed,nan,nan,nan,nan,nan,Process failed
VANDERM3,nan,nan,Failed,nan,nan,nan,nan,nan,Process failed
VANDERM4,nan,nan,Failed,nan,nan,nan,nan,nan,Process failed
VARDIM,200,0,1,3.2565364619451028e+16,0.0,5,1050,0.025266170501708984,
VARDIMNE,10,12,1,0.0,8.085048849296049e-07,67,1002,0.027647018432617188,
VESUVIALS,8,0,1,3356.8216556227085,0.0,6,1003,0.09961557388305664,
VESUVIOLS,8,0,1,1609.7329014080433,0.0,6,1003,0.08583664894104004,
VESUVIOULS,8,0,1,0.7772993074245481,0.0,6,1003,0.08748888969421387,
VIBRBEAM,8,0,1,8231.275067268562,0.0,6,121,0.00627589225769043,
VIBRBEAMNE,8,30,0,0.0,1.0563290947027812,46,1001,0.04969215393066406,
WACHBIEG,3,2,1,1.0000000000001894,3.7259086360506965e-13,23,187,0.01088261604309082,
WATER,31,10,0,106110.85766605561,2106.512473169055,3,1024,0.02558445930480957,
WATSON,12,0,1,0.00015697311841720045,0.0,2,175,0.006140470504760742,
WATSONNE,12,31,0,0.0,4.2838316282258866e-05,65,1008,0.040236711502075195,
WAYSEA1,2,0,1,370890.0,0.0,6,85,0.005442619323730469,
WAYSEA1B,2,0,1,5.502567501176534e-07,0.0,2,40,0.005184650421142578,
WAYSEA1NE,2,2,0,0.0,4.987887628884207e-06,84,1000,0.019272565841674805,
WAYSEA2,2,0,1,2.275856690282387e-05,0.0,3,80,0.005249977111816406,
WAYSEA2B,2,0,1,4.814099151267822e-05,0.0,3,80,0.0046083927154541016,
WAYSEA2NE,2,2,1,0.0,3.995073557202151e-07,13,81,0.009068727493286133,
WEEDS,3,0,1,2.5884801789189527,0.0,6,163,0.004725456237792969,
WEEDSNE,3,12,0,0.0,66.01881779887285,72,1000,0.041765689849853516,
WOMFLET,3,3,1,0.049842599089438576,0.0,57,1002,0.02058100700378418,
YFIT,3,0,1,2340.414505670829,0.0,6,91,0.004486083984375,
YFITNE,3,17,0,0.0,0.7508081210602355,68,1000,0.035961151123046875,
YFITU,3,0,1,2340.414505670829,0.0,6,91,0.004770040512084961,
YORKNET,312,256,0,1.2607499733567238e+42,1.3849628445196642e+39,2,1254,0.10713744163513184,
ZAMB2-10,264,96,0,-0.7931211754650654,0.020035909799501376,1,1060,0.08415031433105469,
ZAMB2-11,264,96,0,-0.6859557875279332,9.648800396359436e-05,2,1060,0.061110734939575195,
ZAMB2-8,132,48,0,0.34321469580121045,0.014536964241168286,1,1064,0.031056642532348633,
ZAMB2-9,132,48,0,0.24741220229681476,0.013013046215870488,1,1064,0.03820919990539551,
ZANGWIL2,2,0,1,-18.20000000902943,0.0,2,25,0.004177093505859375,
ZANGWIL3,3,3,0,0.0,1.6665923787277454e-06,77,1000,0.021646976470947266,
ZECEVIC2,2,2,0,25.0,22.47220505424423,63,1000,0.020902395248413086,
ZECEVIC3,2,2,-3,nan,0.0,31,474,0.01350855827331543,
ZECEVIC4,2,2,-3,nan,0.0,35,538,0.0191192626953125,
ZY2,3,2,1,2.0000443729631514,0.0,5,113,0.010973215103149414,
